From File,To File,References,From Entities,To Entities
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/disable_warnings.h","opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_config.h",1,1,1
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_config.h","opencv-4.12.0/3rdparty/ittnotify/include/ittnotify.h",5,5,5
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_config.h","opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_types.h",1,1,1
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.c","opencv-4.12.0/3rdparty/ittnotify/include/ittnotify.h",93,12,44
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.c","opencv-4.12.0/3rdparty/ittnotify/include/legacy/ittnotify.h",1,1,1
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.c","opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/disable_warnings.h",1,1,1
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.c","opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_config.h",1061,25,35
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.c","opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.h",286,2,273
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.c","opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_types.h",267,12,22
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.h","opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_config.h",273,137,3
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.h","opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.c",272,136,1
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_static.h","opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_types.h",136,136,1
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/jitprofiling.c","opencv-4.12.0/3rdparty/ittnotify/include/jitprofiling.h",12,2,12
"opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/jitprofiling.c","opencv-4.12.0/3rdparty/ittnotify/src/ittnotify/ittnotify_config.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jchuff.h",9,2,4
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jchuff.h",14,1,2
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jchuff-neon.c",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcphuff-neon.c",2,2,2
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcsample-neon.c",2,2,2
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdsample-neon.c",5,5,5
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctfst-neon.c",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctint-neon.c",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctfst-neon.c",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctint-neon.c",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctred-neon.c",2,2,2
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jquanti-neon.c",2,2,2
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",84,18,21
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jsimd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jccolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/aarch64/jccolext-neon.c",7,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jccolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jccolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jccolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jccolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jccolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jccolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jccolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jccolor-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcgray-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcgray-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcgryext-neon.c",7,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcgray-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcgray-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcgray-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcgray-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcgray-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcgray-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcgray-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcphuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcphuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcphuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcphuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcphuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcphuff-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcphuff-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jcsample-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdcolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdcolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdcolext-neon.c",8,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdcolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdcolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdcolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdcolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdcolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdcolor-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdcolor-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdmerge-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdmerge-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdmrgext-neon.c",7,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdmerge-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdmerge-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdmerge-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdmerge-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdmerge-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdmerge-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdmerge-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdsample-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jdsample-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctfst-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jfdctint-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctfst-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctfst-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctint-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctint-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctred-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/align.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctred-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctred-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctred-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctred-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctred-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctred-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jidctred-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jquanti-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/simd/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jquanti-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jdct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jquanti-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jquanti-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jquanti-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimd.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jquanti-neon.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsimddct.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/simd/arm/jquanti-neon.c","opencv-4.12.0/build/3rdparty/libjpeg-turbo/simd/arm/neon-compat.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jaricom.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jaricom.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapimin.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcmarker.c",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapimin.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcmaster.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapimin.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcomapi.c",3,3,2
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapimin.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jerror.h",10,5,5
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapimin.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapimin.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jmemmgr.c",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapimin.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpegint.h",14,6,11
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapimin.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",147,9,37
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapistd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapimin.c",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapistd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcinit.c",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapistd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jerror.h",10,3,5
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapistd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jinclude.h",1,1,1
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapistd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpegint.h",9,3,6
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapistd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jpeglib.h",115,4,23
"opencv-4.12.0/3rdparty/libjpeg-turbo/src/jcapistd.c","opencv-4.12.0/3rdparty/libjpeg-turbo/src/jsamplecomp.h",1,1,1
