From File,To File,References,From Entities,To Entities
"opencv-4.12.0/modules/features2d/src/sift.dispatch.cpp","opencv-4.12.0/modules/features2d/src/sift.simd.hpp",17,7,8
"opencv-4.12.0/modules/features2d/src/sift.dispatch.cpp","opencv-4.12.0/modules/imgproc/src/color.cpp",1,1,1
"opencv-4.12.0/modules/features2d/src/sift.dispatch.cpp","opencv-4.12.0/modules/imgproc/src/imgwarp.cpp",1,1,1
"opencv-4.12.0/modules/features2d/src/sift.dispatch.cpp","opencv-4.12.0/modules/imgproc/src/resize.cpp",2,2,1
"opencv-4.12.0/modules/features2d/src/sift.dispatch.cpp","opencv-4.12.0/modules/imgproc/src/smooth.dispatch.cpp",3,2,1
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",1,1,1
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/include/opencv2/core/fast_math.hpp",13,4,3
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/include/opencv2/core/hal/hal.hpp",1,1,1
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/include/opencv2/core/hal/intrin.hpp",1,1,1
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",33,22,3
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",55,4,4
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/include/opencv2/core/matx.inl.hpp",9,1,7
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/include/opencv2/core/saturate.hpp",2,1,1
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",36,12,13
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/include/opencv2/core/utils/buffer_area.private.hpp",16,5,3
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/src/buffer_area.cpp",6,2,3
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/src/mathfuncs_core.dispatch.cpp",6,2,3
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/core/src/trace.cpp",7,5,1
"opencv-4.12.0/modules/features2d/src/sift.simd.hpp","opencv-4.12.0/modules/features2d/src/precomp.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/build/cvconfig.h",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",2,1,2
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",8,8,2
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",20,1,15
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",12,6,4
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/core/src/convert.dispatch.cpp",3,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/core/src/copy.cpp",3,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",10,1,4
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/core/src/system.cpp",6,6,1
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/core/src/trace.cpp",3,3,1
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/features2d/include/opencv2/features2d.hpp",6,6,2
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/features2d/src/matchers.cpp",3,3,1
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/features2d/test/test_precomp.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts.hpp",12,12,1
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ocl_test.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ts_gtest.h",139,10,65
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/ts/src/ts.cpp",9,3,3
"opencv-4.12.0/modules/features2d/test/ocl/test_brute_force_matcher.cpp","opencv-4.12.0/modules/ts/src/ts_gtest.cpp",21,3,4
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/build/cvconfig.h",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",5,5,3
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",4,2,4
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/core/src/copy.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/core/src/ocl.cpp",4,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/core/src/system.cpp",4,4,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/core/src/trace.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/features2d/include/opencv2/features2d.hpp",2,2,2
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/features2d/src/akaze.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/features2d/test/test_precomp.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts.hpp",8,8,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ocl_test.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ts_gtest.h",246,12,65
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/ts/src/ocl_test.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/ts/src/ts.cpp",6,2,3
"opencv-4.12.0/modules/features2d/test/ocl/test_feature2d.cpp","opencv-4.12.0/modules/ts/src/ts_gtest.cpp",24,3,6
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd.hpp",8,1,4
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",23,14,6
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",119,2,34
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/include/opencv2/core/matx.inl.hpp",4,2,2
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/include/opencv2/core/persistence.hpp",2,2,2
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",18,4,9
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/src/arithm.cpp",3,1,3
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/src/copy.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",12,2,3
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/src/matrix_expressions.cpp",8,2,6
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/src/matrix_sparse.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/src/matrix_wrap.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/src/norm.dispatch.cpp",4,2,2
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/src/persistence.cpp",11,1,5
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/src/system.cpp",4,4,1
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/core/src/trace.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/features2d/include/opencv2/features2d.hpp",3,3,2
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/features2d/test/test_precomp.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/imgcodecs/include/opencv2/imgcodecs.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/imgcodecs/src/loadsave.cpp",4,2,2
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/imgproc/src/color.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts.hpp",13,13,2
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ts_gtest.h",72,25,8
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/ts/src/ts.cpp",9,4,5
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/ts/src/ts_func.cpp",2,1,2
"opencv-4.12.0/modules/features2d/test/test_affine_feature.cpp","opencv-4.12.0/modules/ts/src/ts_gtest.cpp",68,4,8
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",2,1,1
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/include/opencv2/core/fast_math.hpp",2,1,1
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",14,9,2
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",10,1,3
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/include/opencv2/core/persistence.hpp",6,2,4
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",8,3,3
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",6,1,2
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/src/persistence.cpp",11,1,6
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/src/persistence_types.cpp",2,1,1
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/src/system.cpp",3,3,2
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/core/src/trace.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/features2d/include/opencv2/features2d.hpp",2,1,1
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/features2d/test/test_precomp.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/imgcodecs/src/loadsave.cpp",4,1,2
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/imgproc/src/color.cpp",2,1,1
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/imgproc/src/drawing.cpp",2,1,1
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts.hpp",23,8,7
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ts_gtest.h",5,4,3
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/ts/src/ts.cpp",15,5,8
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/ts/src/ts_func.cpp",2,1,1
"opencv-4.12.0/modules/features2d/test/test_agast.cpp","opencv-4.12.0/modules/ts/src/ts_gtest.cpp",3,1,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",4,4,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/core/include/opencv2/core/operations.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",2,1,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",4,2,3
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/core/src/matrix_wrap.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/core/src/rand.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/core/src/system.cpp",4,4,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/core/src/trace.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/features2d/include/opencv2/features2d.hpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/features2d/test/test_precomp.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/imgcodecs/src/loadsave.cpp",2,1,2
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts.hpp",13,13,2
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ts_gtest.h",21,13,7
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/ts/src/ts.cpp",7,3,4
"opencv-4.12.0/modules/features2d/test/test_akaze.cpp","opencv-4.12.0/modules/ts/src/ts_gtest.cpp",17,4,6
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",4,3,3
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",6,2,3
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/core/src/system.cpp",4,4,1
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/core/src/trace.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/features2d/include/opencv2/features2d.hpp",11,6,6
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/features2d/src/blobdetector.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/features2d/test/test_precomp.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/imgproc/src/drawing.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts.hpp",12,12,1
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ts_gtest.h",26,14,7
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/ts/src/ts.cpp",6,2,3
"opencv-4.12.0/modules/features2d/test/test_blobdetector.cpp","opencv-4.12.0/modules/ts/src/ts_gtest.cpp",26,4,8
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",4,4,1
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",4,1,2
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",4,3,2
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",4,1,2
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/core/src/system.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/core/src/trace.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/features2d/include/opencv2/features2d.hpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/features2d/test/test_precomp.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/imgcodecs/src/loadsave.cpp",4,1,2
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/imgproc/src/color.cpp",2,1,1
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts.hpp",13,8,5
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ts_gtest.h",34,12,8
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/ts/src/ts.cpp",11,5,8
"opencv-4.12.0/modules/features2d/test/test_brisk.cpp","opencv-4.12.0/modules/ts/src/ts_gtest.cpp",30,2,6
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.cpp","opencv-4.12.0/modules/features2d/include/opencv2/features2d.hpp",4,4,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.cpp","opencv-4.12.0/modules/features2d/src/akaze.cpp",8,8,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.cpp","opencv-4.12.0/modules/features2d/src/brisk.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.cpp","opencv-4.12.0/modules/features2d/src/orb.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.cpp","opencv-4.12.0/modules/features2d/src/sift.dispatch.cpp",8,4,2
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.cpp","opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.cpp","opencv-4.12.0/modules/features2d/test/test_invariance_utils.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.cpp","opencv-4.12.0/modules/features2d/test/test_precomp.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ts_gtest.h",400,8,50
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/fast_math.hpp",2,1,2
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",14,12,4
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",4,2,4
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/types.hpp",17,8,5
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/core/src/copy.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/core/src/matrix.cpp",11,3,5
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/core/src/system.cpp",4,4,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/core/src/trace.cpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/core/src/types.cpp",2,1,2
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/features2d/include/opencv2/features2d.hpp",4,4,2
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/features2d/test/test_invariance_utils.hpp",5,3,4
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/imgcodecs/src/loadsave.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/imgproc/src/resize.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/ts/include/opencv2/ts.hpp",9,9,2
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ts_gtest.h",22,8,7
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/ts/src/ts.cpp",7,3,4
"opencv-4.12.0/modules/features2d/test/test_descriptors_invariance.impl.hpp","opencv-4.12.0/modules/ts/src/ts_gtest.cpp",23,3,6
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",3,3,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",11,11,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",15,5,3
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/core/src/glob.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/core/src/matrix.cpp",12,3,3
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/core/src/matrix_wrap.cpp",9,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/core/src/system.cpp",20,20,2
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/core/src/trace.cpp",9,9,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/features2d/include/opencv2/features2d.hpp",14,14,7
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp",13,13,3
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/features2d/test/test_precomp.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/imgcodecs/include/opencv2/imgcodecs.hpp",2,2,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/imgcodecs/src/loadsave.cpp",4,3,2
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts.hpp",55,55,2
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/ts/include/opencv2/ts/ts_gtest.h",194,62,58
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/ts/src/ts.cpp",30,12,4
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.cpp","opencv-4.12.0/modules/ts/src/ts_gtest.cpp",124,11,6
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/base.hpp",8,5,3
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/cvstd_wrapper.hpp",5,5,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.hpp",45,26,5
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/mat.inl.hpp",94,7,32
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/operations.hpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp","opencv-4.12.0/modules/core/include/opencv2/core/persistence.hpp",51,2,51
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp","opencv-4.12.0/modules/core/src/matrix.cpp",21,6,8
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp","opencv-4.12.0/modules/core/src/matrix_expressions.cpp",2,2,2
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp","opencv-4.12.0/modules/core/src/norm.dispatch.cpp",1,1,1
"opencv-4.12.0/modules/features2d/test/test_descriptors_regression.impl.hpp","opencv-4.12.0/modules/core/src/persistence.cpp",19,1,16
