Source,Target,Type
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,abort,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint32,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_malloc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_read,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint32,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint32,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc2,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_read,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_getc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_read,call
C:/opencv/3rdparty/libjasper/jas_icc.c,strlen,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_gobble,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_icctxtdesc_destroy,call
C:/opencv/3rdparty/libjasper/jas_icc.c,strlen,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint32,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_puts,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint32,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint32,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_write,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_write,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_pad,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_strdup,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_malloc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_read,call
C:/opencv/3rdparty/libjasper/jas_icc.c,strlen,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,strlen,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_puts,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,abort,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_getc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetsint32,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccpowi,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc2,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc3,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc2,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc3,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc2,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccpowi,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_icclut8_destroy,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccpowi,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputsint32,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccpowi,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_icc.c,abort,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint8,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_getc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetsint32,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccpowi,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc2,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc3,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc2,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc3,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_alloc2,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccpowi,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_icclut16_destroy,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccpowi,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputsint32,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccpowi,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint16,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_getc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_getc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccgetuint,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_icc.c,abort,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccputuint,call
C:/opencv/3rdparty/libjasper/jas_icc.c,isalpha,call
C:/opencv/3rdparty/libjasper/jas_icc.c,isdigit,call
C:/opencv/3rdparty/libjasper/jas_icc.c,JAS_CAST,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_memopen,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccprof_load,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_stream_close,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccprof_createfrombuf,call
C:/opencv/3rdparty/libjasper/jas_icc.c,jas_iccprof_createfrombuf,call
C:/opencv/3rdparty/libjasper/jas_iccdata.c,jasper/jas_config.h,include
C:/opencv/3rdparty/libjasper/jas_iccdata.c,jasper/jas_types.h,include
C:/opencv/3rdparty/libjasper/jas_image.c,stdlib.h,include
C:/opencv/3rdparty/libjasper/jas_image.c,stdio.h,include
C:/opencv/3rdparty/libjasper/jas_image.c,string.h,include
C:/opencv/3rdparty/libjasper/jas_image.c,assert.h,include
C:/opencv/3rdparty/libjasper/jas_image.c,ctype.h,include
C:/opencv/3rdparty/libjasper/jas_image.c,jasper/jas_math.h,include
C:/opencv/3rdparty/libjasper/jas_image.c,jasper/jas_image.h,include
C:/opencv/3rdparty/libjasper/jas_image.c,jasper/jas_malloc.h,include
C:/opencv/3rdparty/libjasper/jas_image.c,jasper/jas_string.h,include
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_create0,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_alloc2,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_destroy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpt_create,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_destroy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_setbbox,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_malloc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_create0,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_growcmpts,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpt_copy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_setbbox,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_cmprof_copy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_destroy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_malloc,call
C:/opencv/3rdparty/libjasper/jas_image.c,memset,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpt_create0,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_memopen,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_copy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpt_destroy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_cmprof_destroy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_malloc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_memopen,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_tmpfile,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpt_destroy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpt_destroy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_close,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_getfmt,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_lookupfmtbyid,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_clrspc_isunknown,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_clrspc_isgeneric,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_clrspc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_cmprof_createfromclrspc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_destroy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_lookupfmtbyid,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_matrix_numrows,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_matrix_numcols,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_matrix_resize,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_matrix_getref,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_matrix_rowstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_getc,call
C:/opencv/3rdparty/libjasper/jas_image.c,bitstoint,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_matrix_numrows,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_matrix_numcols,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_matrix_getref,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_matrix_rowstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,inttobits,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_strdup,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_strdup,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_strdup,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_lookupfmtbyname,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_lookupfmtbyid,call
C:/opencv/3rdparty/libjasper/jas_image.c,strrchr,call
C:/opencv/3rdparty/libjasper/jas_image.c,strcmp,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpt_destroy,call
C:/opencv/3rdparty/libjasper/jas_image.c,memmove,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_setbbox,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_growcmpts,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpt_create,call
C:/opencv/3rdparty/libjasper/jas_image.c,memmove,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_setbbox,call
C:/opencv/3rdparty/libjasper/jas_image.c,strcmp,call
C:/opencv/3rdparty/libjasper/jas_image.c,JAS_ONES,call
C:/opencv/3rdparty/libjasper/jas_image.c,JAS_ONES,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_realloc2,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_growcmpts,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpt_copy,call
C:/opencv/3rdparty/libjasper/jas_image.c,memmove,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_setbbox,call
C:/opencv/3rdparty/libjasper/jas_image.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptwidth,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptheight,call
C:/opencv/3rdparty/libjasper/jas_image.c,JAS_MIN,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_readcmpt2,call
C:/opencv/3rdparty/libjasper/jas_image.c,abort,call
C:/opencv/3rdparty/libjasper/jas_image.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_image.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_readcmpt2,call
C:/opencv/3rdparty/libjasper/jas_image.c,abort,call
C:/opencv/3rdparty/libjasper/jas_image.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_image.c,fprintf,call
C:/opencv/3rdparty/libjasper/jas_image.c,JAS_IMAGE_CDT_GETPREC,call
C:/opencv/3rdparty/libjasper/jas_image.c,JAS_IMAGE_CDT_GETSGND,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_addcmpt,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_readcmptsample,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_writecmptsample,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_getc,call
C:/opencv/3rdparty/libjasper/jas_image.c,bitstoint,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,inttobits,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,getint,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,putint,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_calcbbox2,call
C:/opencv/3rdparty/libjasper/jas_image.c,FLOORDIV,call
C:/opencv/3rdparty/libjasper/jas_image.c,FLOORDIV,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_addcmpt,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_rewind,call
C:/opencv/3rdparty/libjasper/jas_image.c,downtomult,call
C:/opencv/3rdparty/libjasper/jas_image.c,downtomult,call
C:/opencv/3rdparty/libjasper/jas_image.c,uptomult,call
C:/opencv/3rdparty/libjasper/jas_image.c,uptomult,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_seek,call
C:/opencv/3rdparty/libjasper/jas_image.c,getint,call
C:/opencv/3rdparty/libjasper/jas_image.c,convert,call
C:/opencv/3rdparty/libjasper/jas_image.c,putint,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpthstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptvstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpthstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptvstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_getc,call
C:/opencv/3rdparty/libjasper/jas_image.c,abort,call
C:/opencv/3rdparty/libjasper/jas_image.c,abort,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_stream_putc,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_copy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_ishomosamp,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpthstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptvstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_numcmpts,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpthstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptvstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_numcmpts,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpttype,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptsgnd,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptprec,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_sampcmpt,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_setcmpttype,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_delcmpt,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptwidth,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptheight,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmpthstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptvstep,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmprof,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_cmprof_clrspc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_clrspc_numchans,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_numcmpts,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_cmprof_clrspc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_clrspc_numchans,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_create0,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_addcmpt,call
C:/opencv/3rdparty/libjasper/jas_image.c,JAS_IMAGE_CT_COLOR,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_setcmpttype,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_cmprof_copy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmprof,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_setcmprof,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_cmprof_clrspc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_setclrspc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_cmxform_create,call
C:/opencv/3rdparty/libjasper/jas_image.c,malloc,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,JAS_IMAGE_CT_COLOR,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_getcmptbytype,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,malloc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptprec,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptsgnd,call
C:/opencv/3rdparty/libjasper/jas_image.c,malloc,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,JAS_IMAGE_CT_COLOR,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_getcmptbytype,call
C:/opencv/3rdparty/libjasper/jas_image.c,assert,call
C:/opencv/3rdparty/libjasper/jas_image.c,malloc,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptprec,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_cmptsgnd,call
C:/opencv/3rdparty/libjasper/jas_image.c,JAS_IMAGE_CT_COLOR,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_getcmptbytype,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_readcmpt2,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_cmxform_apply,call
C:/opencv/3rdparty/libjasper/jas_image.c,JAS_IMAGE_CT_COLOR,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_getcmptbytype,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_writecmpt2,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_free,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_cmxform_destroy,call
C:/opencv/3rdparty/libjasper/jas_image.c,jas_image_destroy,call
C:/opencv/3rdparty/libjasper/jas_init.c,jasper/jas_types.h,include
C:/opencv/3rdparty/libjasper/jas_init.c,jasper/jas_image.h,include
C:/opencv/3rdparty/libjasper/jas_init.c,jasper/jas_init.h,include
C:/opencv/3rdparty/libjasper/jas_init.c,defined,call
C:/opencv/3rdparty/libjasper/jas_init.c,jas_image_addfmt,call
C:/opencv/3rdparty/libjasper/jas_init.c,defined,call
C:/opencv/3rdparty/libjasper/jas_init.c,jas_image_addfmt,call
C:/opencv/3rdparty/libjasper/jas_init.c,jas_image_addfmt,call
C:/opencv/3rdparty/libjasper/jas_init.c,jas_image_addfmt,call
C:/opencv/3rdparty/libjasper/jas_init.c,defined,call
C:/opencv/3rdparty/libjasper/jas_init.c,jas_image_addfmt,call
C:/opencv/3rdparty/libjasper/jas_init.c,defined,call
C:/opencv/3rdparty/libjasper/jas_init.c,jas_image_addfmt,call
C:/opencv/3rdparty/libjasper/jas_init.c,defined,call
C:/opencv/3rdparty/libjasper/jas_init.c,jas_image_addfmt,call
C:/opencv/3rdparty/libjasper/jas_init.c,jas_image_addfmt,call
